-2.959514, -0.853129, 1.807411, 0.000000
-2.964013, -0.851798, 1.805170, 0.000000
-2.961194, -0.851208, 1.805270, 0.000000
-2.960821, -0.846394, 1.804290, 0.000000
-2.959010, -0.845924, 1.803494, 0.000000
-2.959324, -0.848501, 1.806729, 0.000000
-2.959696, -0.846331, 1.805245, 0.000000
-2.962739, -0.844053, 1.805767, 0.000000
-2.959679, -0.849255, 1.806068, 0.000000
-2.961470, -0.849992, 1.805148, 0.000000
-2.963447, -0.851649, 1.805803, 0.000000
-2.960041, -0.853316, 1.809588, 0.000000
-2.959306, -0.849395, 1.805771, 0.000000
-2.958189, -0.850297, 1.806663, 0.000000
-2.957953, -0.847928, 1.807407, 0.000000
-2.957568, -0.848738, 1.806421, 0.000000
-2.956625, -0.853477, 1.808493, 0.000000
-2.957813, -0.851161, 1.808114, 0.000000
-2.957530, -0.847135, 1.800481, 0.000000
-2.959676, -0.849557, 1.807485, 0.000000
-2.966080, -0.848029, 1.801139, 0.000000
-2.961575, -0.850388, 1.804590, 0.000000
-2.962502, -0.849524, 1.803179, 0.000000
-2.960637, -0.849654, 1.805057, 0.000000
-2.958194, -0.847941, 1.805813, 0.000000
-2.964686, -0.849325, 1.804947, 0.000000
-2.966544, -0.853038, 1.803844, 0.000000
-2.962343, -0.849955, 1.806839, 0.000000
-2.958473, -0.847571, 1.805758, 0.000000
-2.959149, -0.852721, 1.810141, 0.000000
-2.961193, -0.849787, 1.808407, 0.000000
-2.963133, -0.852318, 1.806285, 0.000000
-2.959070, -0.850223, 1.805701, 0.000000
-2.957356, -0.847341, 1.805311, 0.000000
-2.959405, -0.848146, 1.806433, 0.000000
-2.961569, -0.847511, 1.804978, 0.000000
-2.962243, -0.847341, 1.803323, 0.000000
-2.958454, -0.847822, 1.803976, 0.000000
-2.957919, -0.847954, 1.805975, 0.000000
-2.951975, -0.849573, 1.810827, 0.000000
-2.952682, -0.852119, 1.809306, 0.000000
-2.950824, -0.853705, 1.810020, 0.000000
-2.952986, -0.855595, 1.809770, 0.000000
-2.951292, -0.850464, 1.809145, 0.000000
-2.954443, -0.847292, 1.805311, 0.000000
-2.951445, -0.845735, 1.806443, 0.000000
-2.954292, -0.846630, 1.808279, 0.000000
-2.957251, -0.849981, 1.806471, 0.000000
-2.956072, -0.858838, 1.810514, 0.000000
-2.954967, -0.852940, 1.809017, 0.000000
-2.952113, -0.853969, 1.808865, 0.000000
-2.950896, -0.853395, 1.810196, 0.000000
-2.951618, -0.852743, 1.811136, 0.000000
-2.960850, -0.854135, 1.806042, 0.000000
-2.953355, -0.852792, 1.810498, 0.000000
-2.956513, -0.854172, 1.810009, 0.000000
-2.956194, -0.850706, 1.809314, 0.000000
-2.957709, -0.851002, 1.808117, 0.000000
-2.955690, -0.851680, 1.810168, 0.000000
-2.957742, -0.847250, 1.805611, 0.000000
-2.960491, -0.847645, 1.805201, 0.000000
-2.953266, -0.847255, 1.804365, 0.000000
-2.957679, -0.845909, 1.802396, 0.000000
-2.956110, -0.844228, 1.807278, 0.000000
-2.949666, -0.846243, 1.809788, 0.000000
-2.956811, -0.848863, 1.808630, 0.000000
-2.955301, -0.856395, 1.809517, 0.000000
-2.957441, -0.854804, 1.808321, 0.000000
-2.958238, -0.855531, 1.808567, 0.000000
-2.953802, -0.857080, 1.812016, 0.000000
-2.953629, -0.854696, 1.810125, 0.000000
-2.956972, -0.854947, 1.809553, 0.000000
-2.955308, -0.848461, 1.809679, 0.000000
-2.956652, -0.848321, 1.809104, 0.000000
-2.957567, -0.851211, 1.806555, 0.000000
-2.961859, -0.848486, 1.804361, 0.000000
-2.960851, -0.848460, 1.809440, 0.000000
-2.957209, -0.847733, 1.805969, 0.000000
-2.956574, -0.848707, 1.806343, 0.000000
-2.956837, -0.851655, 1.811599, 0.000000
-2.952843, -0.854676, 1.808739, 0.000000
-2.955604, -0.851612, 1.808660, 0.000000
